> -50 contour -Z-50
193.093	54	-50
193.1	54.0026	-50
193.117	54.0028	-50
193.133	54.0007	-50
193.15	54.0009	-50
193.167	54.0026	-50
193.183	54.006	-50
193.2	54.0119	-50
193.217	54.0156	-50
193.224	54.0167	-50
193.233	54.0197	-50
193.25	54.0224	-50
193.267	54.0229	-50
193.283	54.0299	-50
193.289	54.0333	-50
193.3	54.0352	-50
193.317	54.036	-50
193.333	54.0344	-50
193.35	54.0358	-50
193.367	54.0359	-50
193.383	54.0347	-50
193.389	54.0333	-50
193.4	54.0278	-50
193.417	54.0207	-50
193.425	54.0167	-50
193.433	54.0083	-50
193.444	54	-50
> -50 contour -Z-50
193.567	54	-50
193.583	54.0106	-50
193.594	54.0167	-50
193.6	54.0195	-50
193.617	54.0252	-50
193.633	54.0285	-50
193.65	54.0241	-50
193.667	54.02	-50
193.673	54.0167	-50
193.683	54.0083	-50
193.698	54	-50
> -50 contour -Z-50
193.774	54	-50
193.783	54.0083	-50
193.796	54.0167	-50
193.8	54.0192	-50
193.817	54.0297	-50
193.827	54.0333	-50
193.833	54.0405	-50
193.842	54.05	-50
193.843	54.0667	-50
193.839	54.0833	-50
193.833	54.0958	-50
193.832	54.1	-50
193.829	54.1167	-50
193.828	54.1333	-50
193.832	54.15	-50
193.833	54.1518	-50
193.846	54.1667	-50
193.85	54.1687	-50
193.867	54.1737	-50
193.883	54.1786	-50
193.889	54.1833	-50
193.9	54.1892	-50
193.917	54.1969	-50
193.924	54.2	-50
193.933	54.2043	-50
193.95	54.21	-50
193.966	54.2167	-50
193.967	54.217	-50
193.983	54.2214	-50
194	54.23	-50
194.008	54.2333	-50
194.017	54.236	-50
194.033	54.2388	-50
194.05	54.2408	-50
194.067	54.2432	-50
194.083	54.2472	-50
194.092	54.25	-50
194.1	54.2524	-50
194.117	54.2549	-50
194.133	54.2561	-50
194.15	54.2583	-50
194.167	54.2611	-50
194.183	54.2652	-50
194.189	54.2667	-50
194.2	54.2692	-50
194.217	54.2742	-50
194.233	54.2815	-50
194.239	54.2833	-50
194.25	54.2859	-50
194.267	54.2909	-50
194.283	54.3	-50
194.283	54.3	-50
194.3	54.3052	-50
194.317	54.3098	-50
194.333	54.3111	-50
194.35	54.3136	-50
194.367	54.3165	-50
194.375	54.3167	-50
194.383	54.3175	-50
194.387	54.3167	-50
194.4	54.3155	-50
194.417	54.3139	-50
194.433	54.3155	-50
194.45	54.3167	-50
194.45	54.3167	-50
194.467	54.3187	-50
194.483	54.3235	-50
194.5	54.3294	-50
194.517	54.3294	-50
194.533	54.3262	-50
194.55	54.3233	-50
194.567	54.319	-50
194.575	54.3167	-50
194.583	54.3143	-50
194.6	54.3083	-50
194.611	54.3	-50
194.617	54.2958	-50
194.633	54.2833	-50
194.633	54.2833	-50
194.65	54.2667	-50
194.65	54.2667	-50
194.667	54.2643	-50
194.683	54.2595	-50
194.697	54.25	-50
194.7	54.2485	-50
194.717	54.2417	-50
194.729	54.2333	-50
194.733	54.2278	-50
194.742	54.2167	-50
194.744	54.2	-50
194.733	54.1889	-50
194.717	54.1833	-50
194.733	54.175	-50
194.75	54.181	-50
194.767	54.1815	-50
194.783	54.1833	-50
194.783	54.1833	-50
194.783	54.1833	-50
194.8	54.1822	-50
194.817	54.1833	-50
194.817	54.1833	-50
194.833	54.1875	-50
194.85	54.1881	-50
194.867	54.1926	-50
194.883	54.1939	-50
194.9	54.1964	-50
194.917	54.1989	-50
194.922	54.2	-50
194.933	54.2048	-50
194.95	54.2111	-50
194.967	54.215	-50
194.983	54.2167	-50
194.983	54.2167	-50
195	54.2238	-50
195.017	54.2271	-50
195.033	54.2278	-50
195.05	54.2303	-50
195.067	54.231	-50
195.083	54.2333	-50
195.083	54.2333	-50
195.1	54.2367	-50
195.117	54.2417	-50
195.133	54.248	-50
195.15	54.25	-50
195.15	54.25	-50
195.15	54.25	-50
195.167	54.2489	-50
195.183	54.2494	-50
195.188	54.25	-50
195.2	54.2542	-50
195.217	54.2607	-50
195.233	54.2615	-50
195.25	54.2617	-50
195.267	54.2593	-50
195.281	54.25	-50
195.283	54.2488	-50
195.3	54.2426	-50
195.312	54.2333	-50
195.317	54.2222	-50
195.319	54.2167	-50
195.322	54.2	-50
195.319	54.1833	-50
195.317	54.175	-50
195.315	54.1667	-50
195.305	54.15	-50
195.3	54.1452	-50
195.283	54.1333	-50
195.283	54.1333	-50
195.267	54.1233	-50
195.258	54.1167	-50
195.25	54.1106	-50
195.233	54.1036	-50
195.217	54.1008	-50
195.213	54.1	-50
195.2	54.0952	-50
195.183	54.0867	-50
195.176	54.0833	-50
195.167	54.0764	-50
195.152	54.0667	-50
195.15	54.0652	-50
195.133	54.0567	-50
195.117	54.0546	-50
195.1	54.0518	-50
195.094	54.05	-50
195.083	54.0452	-50
195.067	54.0422	-50
195.05	54.0375	-50
195.033	54.0345	-50
195.031	54.0333	-50
195.017	54.0235	-50
195	54.0187	-50
194.992	54.0167	-50
194.983	54.0128	-50
194.967	54.0067	-50
194.95	54.0033	-50
194.938	54	-50
> -50 contour -Z-50
194.183	54	-50
194.2	54.0063	-50
194.217	54.0119	-50
194.225	54.0167	-50
194.233	54.0194	-50
194.25	54.0267	-50
194.267	54.0333	-50
194.283	54.0333	-50
194.3	54.025	-50
194.313	54.0167	-50
194.317	54.0125	-50
194.325	54	-50
> -50 contour -Z-50
194.806	54	-50
194.817	54.0026	-50
194.833	54.0033	-50
194.85	54.0052	-50
194.867	54.006	-50
194.883	54.0071	-50
194.9	54.0056	-50
194.917	54.0033	-50
194.929	54	-50
> -50 contour -Z-50
205	56.1867	-50
204.992	56.1833	-50
204.983	56.18	-50
204.967	56.1708	-50
204.958	56.1667	-50
204.95	56.1625	-50
204.933	56.15	-50
204.933	56.15	-50
204.917	56.1389	-50
204.911	56.1333	-50
204.9	56.1222	-50
204.894	56.1167	-50
204.883	56.1083	-50
204.872	56.1	-50
204.867	56.0958	-50
204.854	56.0833	-50
204.85	56.0792	-50
204.838	56.0667	-50
204.833	56.0583	-50
204.829	56.05	-50
204.819	56.0333	-50
204.817	56.0292	-50
204.808	56.0167	-50
204.8	56	-50
204.8	56	-50
204.786	55.9833	-50
204.783	55.9815	-50
204.767	55.9738	-50
204.75	55.9667	-50
204.75	55.9667	-50
204.733	55.9648	-50
204.717	55.9595	-50
204.7	55.9533	-50
204.692	55.95	-50
204.683	55.9476	-50
204.667	55.9375	-50
204.661	55.9333	-50
204.65	55.9222	-50
204.644	55.9167	-50
204.633	55.9	-50
204.633	55.8833	-50
204.633	55.8833	-50
204.617	55.8833	-50
204.6	55.8762	-50
204.583	55.8667	-50
204.583	55.8667	-50
204.567	55.8545	-50
204.561	55.85	-50
204.55	55.8429	-50
204.537	55.8333	-50
204.533	55.831	-50
204.517	55.8181	-50
204.515	55.8167	-50
204.5	55.8	-50
204.5	55.8	-50
204.486	55.7833	-50
204.483	55.7813	-50
204.47	55.7667	-50
204.467	55.7644	-50
204.45	55.7528	-50
204.445	55.75	-50
204.433	55.7449	-50
204.417	55.7405	-50
204.4	55.7392	-50
204.383	55.7399	-50
204.367	55.7417	-50
204.35	55.7429	-50
204.333	55.7435	-50
204.317	55.7443	-50
204.3	55.745	-50
204.283	55.747	-50
204.271	55.75	-50
204.267	55.7514	-50
204.25	55.7592	-50
204.236	55.7667	-50
204.233	55.7689	-50
204.217	55.7821	-50
204.215	55.7833	-50
204.2	55.8	-50
204.2	55.8	-50
204.19	55.8167	-50
204.183	55.8333	-50
204.183	55.8333	-50
204.181	55.85	-50
204.181	55.8667	-50
204.183	55.8833	-50
204.183	55.9	-50
204.183	55.9	-50
204.19	55.9167	-50
204.2	55.9333	-50
204.2	55.9333	-50
204.211	55.95	-50
204.217	55.9583	-50
204.225	55.9667	-50
204.233	55.975	-50
204.242	55.9833	-50
204.25	55.9917	-50
204.258	56	-50
204.267	56.0083	-50
204.275	56.0167	-50
204.283	56.025	-50
204.292	56.0333	-50
204.3	56.0417	-50
204.308	56.05	-50
204.317	56.0583	-50
204.325	56.0667	-50
204.333	56.075	-50
204.342	56.0833	-50
204.35	56.0917	-50
204.358	56.1	-50
204.367	56.1167	-50
204.367	56.1167	-50
204.383	56.1333	-50
204.383	56.1333	-50
204.4	56.15	-50
204.4	56.15	-50
204.417	56.1667	-50
204.417	56.1667	-50
204.433	56.175	-50
204.442	56.1833	-50
204.45	56.1917	-50
204.467	56.2	-50
204.467	56.2	-50
204.483	56.2167	-50
204.483	56.2167	-50
204.5	56.2333	-50
204.5	56.2333	-50
204.517	56.25	-50
204.517	56.25	-50
204.533	56.2667	-50
204.533	56.2667	-50
204.55	56.2833	-50
204.55	56.2833	-50
204.567	56.3	-50
204.567	56.3	-50
204.583	56.3167	-50
204.583	56.3167	-50
204.6	56.3333	-50
204.6	56.3333	-50
204.617	56.35	-50
204.617	56.35	-50
204.633	56.3583	-50
204.642	56.3667	-50
204.65	56.375	-50
204.658	56.3833	-50
204.667	56.3917	-50
204.683	56.4	-50
204.683	56.4	-50
204.7	56.4167	-50
204.7	56.4167	-50
204.717	56.4333	-50
204.717	56.4333	-50
204.733	56.45	-50
204.733	56.45	-50
204.75	56.4667	-50
204.75	56.4667	-50
204.761	56.4833	-50
204.767	56.4889	-50
204.778	56.5	-50
204.783	56.5083	-50
204.792	56.5167	-50
204.8	56.525	-50
204.806	56.5333	-50
204.817	56.5444	-50
204.822	56.55	-50
204.828	56.5667	-50
204.833	56.5722	-50
204.842	56.5833	-50
204.85	56.6	-50
204.85	56.6	-50
204.867	56.6167	-50
204.867	56.6167	-50
204.879	56.6333	-50
204.883	56.6361	-50
204.9	56.6433	-50
204.911	56.65	-50
204.917	56.6521	-50
204.933	56.6625	-50
204.938	56.6667	-50
204.95	56.681	-50
204.951	56.6833	-50
204.953	56.7	-50
204.952	56.7167	-50
204.951	56.7333	-50
204.95	56.75	-50
204.95	56.75	-50
204.95	56.75	-50
204.951	56.7667	-50
204.952	56.7833	-50
204.96	56.8	-50
204.967	56.8078	-50
204.976	56.8167	-50
204.983	56.825	-50
204.99	56.8333	-50
205	56.8433	-50
> -50 contour -Z-50
205	57.8956	-50
204.986	57.8833	-50
204.983	57.8815	-50
204.967	57.8707	-50
204.962	57.8667	-50
204.95	57.8608	-50
204.933	57.8557	-50
204.926	57.85	-50
204.917	57.8452	-50
204.9	57.8356	-50
204.897	57.8333	-50
204.883	57.8283	-50
204.867	57.8167	-50
204.867	57.8163	-50
204.85	57.8093	-50
204.833	57.8008	-50
204.832	57.8	-50
204.817	57.7899	-50
204.808	57.7833	-50
204.8	57.7787	-50
204.783	57.7735	-50
204.775	57.7667	-50
204.767	57.7607	-50
204.75	57.7569	-50
204.733	57.7522	-50
204.731	57.75	-50
204.717	57.7356	-50
204.715	57.7333	-50
204.7	57.722	-50
204.687	57.7167	-50
204.683	57.7154	-50
204.667	57.7115	-50
204.65	57.7057	-50
204.644	57.7	-50
204.633	57.6838	-50
204.633	57.6833	-50
204.617	57.678	-50
204.6	57.6758	-50
204.583	57.6741	-50
204.567	57.6833	-50
204.567	57.685	-50
204.55	57.6907	-50
204.533	57.6851	-50
204.529	57.6833	-50
204.517	57.6791	-50
204.5	57.6681	-50
204.498	57.6667	-50
204.483	57.6575	-50
204.474	57.65	-50
204.467	57.6463	-50
204.45	57.6364	-50
204.446	57.6333	-50
204.433	57.6246	-50
204.417	57.6228	-50
204.409	57.6167	-50
